serialNo,productId,description,startDate,endDate,term,termType,productType,productCategory,isPromotionalPriced,isPreferentiallyPriced,isElectronicallyCollected,isInsuranceProduct,firstPaymentDue,annualInterestRate,standardAnnualInterestRate,discountAnnualInterestRate,isBallonProduct,isCancellationProduct,isStaffAgentRestrictedProduct,isMySalesExclusion,isConsumerProduct,repaymentFrequency,productLayoutId
11,3000002353,Firma Gotówka PP_P2 bez U. 2015.07,2015-07-27T00:00:00 Z,2017-06-30T00:00:00 Z,60,WE,CL,CDE,FALSE,FALSE,TRUE,TRUE,7,690,678,2,FALSE,TRUE,FALSE,FALSE,TRUE,MO,4
12,3000002355,Firma Gotówka PP_P2 bez U. 2015.07,2015-07-27T00:00:00 Z,2017-06-30T00:00:00 Z,75,WE,CL,HC,FALSE,FALSE,FALSE,FALSE,26,857,81,8,TRUE,TRUE,TRUE,FALSE,FALSE,WK,6
13,3000002358,Firma Gotówka PP_P2 bez U. 2015.07,2015-07-27T00:00:00 Z,2017-06-30T00:00:00 Z,90,WE,BL,HS,TRUE,TRUE,FALSE,TRUE,12,134,150,7,TRUE,TRUE,FALSE,FALSE,TRUE,MO,2
14,3000002362,Firma Gotówka PP_P3 bez U. 2015.07,2015-07-27T00:00:00 Z,2017-06-30T00:00:00 Z,45,WE,BL,HS,TRUE,TRUE,FALSE,TRUE,28,780,727,5,TRUE,FALSE,TRUE,FALSE,FALSE,WK,1
15,3000002365,Firma Gotówka PP_P3 bez U. 2015.07,2015-07-27T00:00:00 Z,2017-06-30T00:00:00 Z,60,WE,CL,CDE,TRUE,TRUE,FALSE,TRUE,3,421,497,7,TRUE,FALSE,FALSE,FALSE,TRUE,MO,5
16,3000002367,Firma Gotówka PP_P3 bez U. 2015.07,2015-07-27T00:00:00 Z,2017-06-30T00:00:00 Z,75,WE,CL,HC,FALSE,FALSE,TRUE,TRUE,20,706,413,7,TRUE,TRUE,FALSE,FALSE,TRUE,WK,2
17,3000002368,Firma Gotówka PP_P3 bez U. 2015.07,2015-07-27T00:00:00 Z,2017-06-30T00:00:00 Z,90,WE,BL,MT,TRUE,FALSE,TRUE,FALSE,6,370,291,2,FALSE,FALSE,TRUE,FALSE,TRUE,MO,5
18,3000002870,Firma Gotówka bez U. 2015.07,2015-10-05T00:00:00 Z,2017-06-30T00:00:00 Z,104,WE,CL,HC,TRUE,FALSE,TRUE,FALSE,11,44,871,2,TRUE,FALSE,FALSE,FALSE,TRUE,MO,2
19,3000002871,Firma Gotówka PP_P1 bez U. 2015.07,2015-10-05T00:00:00 Z,2017-06-30T00:00:00 Z,104,WE,BL,MT,TRUE,FALSE,TRUE,TRUE,19,763,840,5,FALSE,FALSE,TRUE,FALSE,TRUE,WK,4
20,3000002872,Firma Gotówka PP_P2 bez U. 2015.07,2015-10-05T00:00:00 Z,2017-06-30T00:00:00 Z,104,WE,CL,CDE,TRUE,FALSE,FALSE,FALSE,21,7,296,7,TRUE,FALSE,TRUE,FALSE,FALSE,MO,5
21,3000002873,Firma Gotówka PP_P3 bez U. 2015.07,2015-10-05T00:00:00 Z,2017-06-30T00:00:00 Z,104,WE,BL,HS,TRUE,TRUE,TRUE,FALSE,25,882,845,9,TRUE,TRUE,TRUE,FALSE,FALSE,WK,5
22,3000002948,Firma Mies Przelew bez U.2016.01,2016-01-25T00:00:00 Z,NULL,6,MO,BL,HS,TRUE,TRUE,TRUE,FALSE,12,912,985,2,FALSE,FALSE,TRUE,FALSE,FALSE,MO,4
23,3000002949,BL_Firma Mies Przelew bez U.2016.01,2016-01-25T00:00:00 Z,NULL,6,MO,CL,HC,FALSE,TRUE,TRUE,FALSE,3,476,983,6,TRUE,TRUE,FALSE,FALSE,TRUE,WK,4
24,3000002950,Firma Mies Przelew bez U.2016.01,2016-01-25T00:00:00 Z,NULL,9,MO,BL,MT,FALSE,FALSE,FALSE,FALSE,18,588,825,8,TRUE,TRUE,TRUE,FALSE,TRUE,MO,2
25,3000002951,BL_Firma Mies Przelew bez U.2016.01,2016-01-25T00:00:00 Z,NULL,9,MO,CL,CDE,FALSE,TRUE,FALSE,TRUE,20,65,128,2,TRUE,FALSE,TRUE,FALSE,TRUE,WK,3
26,3000002952,Firma Mies Przelew bez U.2016.01,2016-01-25T00:00:00 Z,NULL,12,MO,BL,HS,TRUE,TRUE,TRUE,TRUE,12,383,530,5,TRUE,TRUE,FALSE,FALSE,TRUE,MO,4
27,3000002953,BL_Firma Mies Przelew bez U.2016.01,2016-01-25T00:00:00 Z,NULL,12,MO,CL,HC,TRUE,FALSE,FALSE,TRUE,28,349,972,3,TRUE,TRUE,FALSE,FALSE,FALSE,MO,2
28,3000002958,BR Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,MT,FALSE,FALSE,TRUE,FALSE,26,320,758,2,FALSE,TRUE,FALSE,FALSE,TRUE,MO,3
29,3000002959,BR Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,CL,CDE,FALSE,FALSE,TRUE,TRUE,4,733,561,1,FALSE,FALSE,FALSE,FALSE,TRUE,WK,1
30,3000002960,BR Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,HS,TRUE,TRUE,TRUE,TRUE,16,358,952,7,FALSE,TRUE,FALSE,FALSE,TRUE,MO,2
31,3000002961,BR Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,HC,FALSE,FALSE,TRUE,FALSE,12,31,981,7,TRUE,TRUE,FALSE,FALSE,TRUE,WK,2
32,3000002962,BR Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,MT,FALSE,FALSE,FALSE,TRUE,11,826,620,1,TRUE,TRUE,TRUE,FALSE,FALSE,MO,5
33,3000002963,BR Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,TRUE,TRUE,FALSE,TRUE,3,875,759,7,FALSE,FALSE,FALSE,FALSE,TRUE,MO,6
34,3000002964,BR Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,HS,TRUE,FALSE,TRUE,FALSE,16,615,220,7,TRUE,FALSE,FALSE,FALSE,FALSE,WK,2
35,3000002965,BR Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,TRUE,FALSE,TRUE,TRUE,17,642,951,4,FALSE,FALSE,FALSE,FALSE,FALSE,WK,5
36,3000002966,BR Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,MT,FALSE,TRUE,FALSE,TRUE,7,142,30,8,FALSE,TRUE,TRUE,FALSE,TRUE,WK,1
37,3000002967,Doradca Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,CL,CDE,TRUE,TRUE,FALSE,TRUE,9,319,266,4,TRUE,TRUE,TRUE,FALSE,FALSE,MO,4
38,3000002968,BR Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,TRUE,FALSE,FALSE,TRUE,8,533,557,7,TRUE,TRUE,FALSE,FALSE,TRUE,MO,6
39,3000002969,Doradca Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,CL,HC,FALSE,TRUE,TRUE,FALSE,28,929,952,1,FALSE,TRUE,FALSE,FALSE,FALSE,WK,5
40,3000002970,Doradca Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,BL,MT,FALSE,TRUE,FALSE,FALSE,6,388,308,6,TRUE,FALSE,TRUE,FALSE,FALSE,WK,6
41,3000002971,Doradca Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,CDE,FALSE,FALSE,FALSE,FALSE,14,621,532,6,FALSE,FALSE,TRUE,FALSE,TRUE,MO,2
42,3000002972,BR Firma Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,BL,HS,TRUE,FALSE,FALSE,FALSE,8,641,45,10,TRUE,TRUE,TRUE,FALSE,FALSE,WK,3
43,3000002973,BR Firma Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,CL,HC,FALSE,FALSE,TRUE,TRUE,19,252,627,3,FALSE,FALSE,FALSE,FALSE,FALSE,MO,2
44,3000002974,Doradca Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,MT,FALSE,FALSE,FALSE,FALSE,21,341,68,5,TRUE,FALSE,TRUE,FALSE,TRUE,MO,1
45,3000002975,BR Firma Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,CL,CDE,FALSE,FALSE,FALSE,FALSE,17,438,245,3,FALSE,FALSE,FALSE,FALSE,TRUE,WK,1
46,3000002976,Doradca Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,HS,FALSE,FALSE,TRUE,TRUE,24,149,260,7,FALSE,TRUE,FALSE,FALSE,TRUE,MO,6
47,3000002977,Doradca Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,CL,HC,FALSE,FALSE,FALSE,FALSE,23,523,972,6,TRUE,TRUE,TRUE,FALSE,FALSE,MO,6
48,3000002978,BR Firma Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,BL,MT,FALSE,FALSE,FALSE,FALSE,26,260,910,8,TRUE,TRUE,FALSE,FALSE,FALSE,MO,5
49,3000002979,BR Firma Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,CL,CDE,FALSE,FALSE,TRUE,TRUE,20,267,335,4,TRUE,TRUE,TRUE,FALSE,TRUE,WK,4
50,3000002980,Doradca Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,BL,HS,FALSE,TRUE,TRUE,TRUE,29,414,607,1,TRUE,TRUE,TRUE,FALSE,TRUE,MO,3
51,3000002981,BR Firma Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,CL,HC,TRUE,FALSE,TRUE,TRUE,19,43,111,8,TRUE,FALSE,TRUE,FALSE,FALSE,WK,4
52,3000002982,BR Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,BL,MT,TRUE,TRUE,FALSE,TRUE,19,158,788,2,FALSE,FALSE,FALSE,FALSE,TRUE,WK,4
53,3000002983,BR Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,CL,CDE,TRUE,FALSE,FALSE,TRUE,17,914,616,7,FALSE,FALSE,TRUE,FALSE,TRUE,MO,1
54,3000002984,BR Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,BL,HS,FALSE,FALSE,FALSE,TRUE,7,484,565,8,FALSE,TRUE,TRUE,FALSE,TRUE,MO,2
55,3000002985,BR Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,CL,HC,TRUE,FALSE,TRUE,TRUE,13,55,552,7,FALSE,FALSE,FALSE,FALSE,FALSE,MO,5
56,3000002986,BR Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,BL,MT,TRUE,FALSE,TRUE,TRUE,4,490,47,7,TRUE,FALSE,FALSE,FALSE,FALSE,WK,4
57,3000002987,BR Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,CL,CDE,TRUE,FALSE,TRUE,FALSE,8,879,753,6,FALSE,FALSE,FALSE,FALSE,TRUE,WK,5
58,3000002988,BR Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,BL,HS,TRUE,TRUE,TRUE,TRUE,27,674,479,2,FALSE,TRUE,FALSE,FALSE,TRUE,MO,5
59,3000002989,BR Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,HC,TRUE,FALSE,FALSE,FALSE,22,935,901,7,TRUE,TRUE,TRUE,FALSE,TRUE,WK,3
60,3000002990,BR Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,MT,FALSE,FALSE,FALSE,FALSE,15,71,6,8,TRUE,FALSE,TRUE,FALSE,TRUE,MO,3
61,3000002991,Gotówka PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,CL,CDE,FALSE,TRUE,TRUE,FALSE,20,273,109,3,TRUE,FALSE,FALSE,FALSE,FALSE,WK,2
62,3000002992,BR Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,HS,FALSE,FALSE,TRUE,FALSE,24,579,446,3,TRUE,FALSE,TRUE,FALSE,FALSE,WK,1
63,3000002993,Gotówka PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,CL,HC,FALSE,TRUE,FALSE,FALSE,4,208,455,2,TRUE,TRUE,TRUE,FALSE,TRUE,MO,3
64,3000002994,BR Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,BL,MT,TRUE,FALSE,FALSE,TRUE,25,921,168,7,TRUE,FALSE,FALSE,FALSE,FALSE,MO,6
65,3000002995,Gotówka PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,CL,CDE,FALSE,TRUE,TRUE,TRUE,14,216,981,10,TRUE,TRUE,FALSE,FALSE,TRUE,WK,4
66,3000002996,BR Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,BL,HS,FALSE,FALSE,FALSE,FALSE,10,817,924,2,TRUE,FALSE,TRUE,FALSE,TRUE,MO,2
67,3000002997,Gotówka PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,CL,HC,TRUE,FALSE,FALSE,TRUE,6,485,216,4,FALSE,FALSE,FALSE,FALSE,TRUE,WK,5
68,3000002998,Gotówka PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,BL,MT,TRUE,FALSE,TRUE,TRUE,5,916,130,3,TRUE,FALSE,TRUE,FALSE,FALSE,MO,4
69,3000002999,Gotówka PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,CL,CDE,FALSE,FALSE,FALSE,FALSE,21,371,37,8,FALSE,FALSE,FALSE,FALSE,FALSE,WK,5
70,3000003000,Gotówka PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,BL,HS,TRUE,TRUE,FALSE,TRUE,19,901,783,7,TRUE,FALSE,TRUE,FALSE,FALSE,WK,4
71,3000003001,Gotówka PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,HC,TRUE,FALSE,FALSE,TRUE,15,325,311,10,TRUE,FALSE,TRUE,FALSE,TRUE,WK,5
72,3000003002,Gotówka PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,MT,FALSE,TRUE,TRUE,FALSE,2,985,960,7,TRUE,TRUE,TRUE,FALSE,TRUE,WK,5
73,3000003003,Gotówka PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,CL,CDE,FALSE,FALSE,FALSE,TRUE,25,668,397,10,TRUE,TRUE,TRUE,FALSE,TRUE,WK,6
74,3000003004,Gotówka PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,BL,HS,TRUE,FALSE,FALSE,FALSE,12,359,27,3,FALSE,TRUE,FALSE,FALSE,TRUE,WK,2
75,3000003005,Gotówka PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,CL,HC,FALSE,TRUE,TRUE,TRUE,5,33,729,9,TRUE,TRUE,TRUE,FALSE,FALSE,MO,6
76,3000003026,E2E Firma Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,MT,TRUE,FALSE,TRUE,TRUE,24,328,167,8,TRUE,TRUE,FALSE,FALSE,FALSE,WK,3
77,3000003027,E2E Firma Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,9,MO,CL,CDE,FALSE,FALSE,FALSE,TRUE,20,351,740,2,TRUE,TRUE,FALSE,FALSE,TRUE,WK,2
78,3000003028,Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,BL,HS,TRUE,FALSE,TRUE,TRUE,28,421,512,2,FALSE,FALSE,FALSE,FALSE,FALSE,MO,5
79,3000003029,Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,CL,HC,TRUE,TRUE,TRUE,TRUE,10,913,683,8,TRUE,TRUE,TRUE,FALSE,FALSE,WK,3
80,3000003030,Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,BL,MT,TRUE,TRUE,TRUE,TRUE,2,554,888,9,FALSE,TRUE,TRUE,FALSE,FALSE,MO,2
81,3000003031,Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,CL,CDE,TRUE,TRUE,TRUE,TRUE,24,549,429,3,TRUE,TRUE,FALSE,FALSE,FALSE,WK,1
82,3000003032,Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,BL,HS,TRUE,FALSE,TRUE,FALSE,14,207,925,7,TRUE,TRUE,FALSE,FALSE,TRUE,MO,4
83,3000003033,Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,CL,HC,FALSE,FALSE,TRUE,FALSE,17,93,790,10,FALSE,TRUE,TRUE,FALSE,TRUE,WK,1
84,3000003034,Doradca Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,MT,TRUE,FALSE,TRUE,FALSE,2,546,923,1,FALSE,TRUE,FALSE,FALSE,FALSE,WK,1
85,3000003035,Doradca Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,FALSE,TRUE,FALSE,TRUE,14,762,317,2,FALSE,TRUE,FALSE,FALSE,TRUE,MO,3
86,3000003036,Doradca Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,HS,TRUE,TRUE,FALSE,TRUE,3,491,375,7,FALSE,TRUE,FALSE,FALSE,TRUE,MO,5
87,3000003037,Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,HC,FALSE,FALSE,TRUE,FALSE,3,600,780,3,FALSE,TRUE,FALSE,FALSE,TRUE,MO,1
88,3000003038,Doradca Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,TRUE,FALSE,FALSE,FALSE,28,87,950,8,TRUE,TRUE,FALSE,FALSE,TRUE,MO,1
89,3000003039,Doradca Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,FALSE,TRUE,TRUE,TRUE,6,279,627,10,TRUE,FALSE,TRUE,FALSE,FALSE,WK,1
90,3000003040,Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,BL,HS,FALSE,FALSE,TRUE,FALSE,19,519,499,5,TRUE,TRUE,TRUE,FALSE,FALSE,WK,6
91,3000003041,Doradca Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,HC,TRUE,FALSE,FALSE,TRUE,3,381,393,8,FALSE,TRUE,TRUE,FALSE,TRUE,WK,2
92,3000003042,Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,MT,FALSE,TRUE,FALSE,FALSE,19,14,532,5,TRUE,TRUE,FALSE,FALSE,TRUE,WK,3
93,3000003043,Mies Gotówka PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,CL,CDE,FALSE,TRUE,TRUE,TRUE,8,678,257,2,TRUE,TRUE,FALSE,FALSE,FALSE,MO,4
94,3000003044,Mies Gotówka PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,HS,FALSE,TRUE,TRUE,FALSE,13,383,32,7,FALSE,FALSE,TRUE,FALSE,TRUE,WK,5
95,3000003045,Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,CL,HC,FALSE,TRUE,TRUE,TRUE,13,194,448,10,FALSE,FALSE,TRUE,FALSE,TRUE,WK,1
96,3000003046,Mies Gotówka PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,MT,TRUE,TRUE,TRUE,TRUE,10,666,696,5,TRUE,FALSE,TRUE,FALSE,TRUE,WK,2
97,3000003047,Mies Gotówka PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,CDE,TRUE,FALSE,FALSE,TRUE,16,176,304,9,FALSE,TRUE,FALSE,FALSE,FALSE,MO,6
98,3000003048,Mies Gotówka PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,HS,TRUE,FALSE,TRUE,TRUE,28,363,64,7,TRUE,FALSE,TRUE,FALSE,FALSE,WK,3
99,3000003049,Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,CL,HC,FALSE,FALSE,TRUE,FALSE,16,382,930,1,FALSE,FALSE,FALSE,FALSE,FALSE,WK,1
100,3000003050,Mies Gotówka PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,MT,TRUE,FALSE,TRUE,TRUE,20,226,488,8,TRUE,TRUE,TRUE,FALSE,TRUE,MO,1
101,3000003051,Mies Gotówka PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,CDE,TRUE,FALSE,TRUE,FALSE,18,416,45,1,FALSE,FALSE,FALSE,FALSE,TRUE,WK,2
102,3000003052,Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,BL,HS,TRUE,FALSE,TRUE,FALSE,4,381,464,6,FALSE,TRUE,FALSE,FALSE,TRUE,WK,3
103,3000003053,Mies Gotówka PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,TRUE,TRUE,TRUE,TRUE,16,473,818,3,FALSE,TRUE,TRUE,FALSE,FALSE,WK,4
104,3000003054,Mies Gotówka PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,MT,FALSE,FALSE,FALSE,FALSE,11,479,829,5,FALSE,FALSE,TRUE,FALSE,FALSE,WK,5
105,3000003055,Mies Gotówka PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,FALSE,TRUE,TRUE,TRUE,19,283,37,4,FALSE,TRUE,FALSE,FALSE,FALSE,MO,5
106,3000003056,Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,BL,HS,TRUE,TRUE,TRUE,TRUE,27,836,618,7,FALSE,FALSE,FALSE,FALSE,FALSE,WK,2
107,3000003057,Mies Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,CL,HC,FALSE,FALSE,FALSE,FALSE,19,577,958,3,FALSE,TRUE,FALSE,FALSE,TRUE,WK,4
108,3000003058,Mies Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,MT,TRUE,TRUE,FALSE,FALSE,24,45,522,1,FALSE,FALSE,FALSE,FALSE,FALSE,MO,5
109,3000003059,Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,CL,CDE,FALSE,FALSE,FALSE,FALSE,26,963,357,7,TRUE,TRUE,FALSE,FALSE,FALSE,MO,4
110,3000003060,Mies Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,HS,TRUE,FALSE,FALSE,FALSE,3,366,802,10,FALSE,TRUE,FALSE,FALSE,FALSE,WK,4
111,3000003061,Mies Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,HC,TRUE,FALSE,FALSE,TRUE,27,703,652,5,TRUE,FALSE,TRUE,FALSE,TRUE,WK,5
112,3000003062,Mies Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,MT,FALSE,TRUE,FALSE,FALSE,18,648,842,7,FALSE,FALSE,FALSE,FALSE,TRUE,WK,2
113,3000003063,Mies Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,TRUE,FALSE,FALSE,TRUE,12,612,369,8,TRUE,TRUE,TRUE,FALSE,FALSE,WK,1
114,3000003064,Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,BL,HS,TRUE,TRUE,FALSE,FALSE,23,155,627,2,TRUE,FALSE,TRUE,FALSE,TRUE,WK,2
115,3000003065,Mies Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,TRUE,FALSE,FALSE,FALSE,19,344,238,7,FALSE,FALSE,TRUE,FALSE,TRUE,WK,4
116,3000003066,Mies Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,TRUE,FALSE,FALSE,FALSE,4,960,411,10,FALSE,TRUE,TRUE,FALSE,FALSE,WK,2
